Place Name,Room Type,Accommodates,Price,Rating,Num_Reviews,First Review,Last Review,Availability,Instant Book,Neighborhood ID,District,Neighborhood,Host ID,Host Name,Email,Date Joined,Host Location,Response Time,Response Rate,Acceptance Rate,Superhost,Listing Age (days),Days Since Last Review,Host Tenure (years)
Peaceful Modern Getaway in Williamsburg,Entire place,2,108.0,4.97,36,2019-07-23,2020-08-13,48,False,12,Brooklyn,Williamsburg,1397,David N. Hood,davidh92@outlook.com,2013-10-25,"Hillsborough, California, United States",Within an hour,100.0,97.0,True,253,-134,6.4
Gorgeous Prime Brooklyn Penthouse Apartment,Entire place,4,199.0,4.92,13,2019-08-10,2020-07-28,348,False,11,Brooklyn,Greenpoint,1596,Linda J. Dalton,lindad@hotmail.com,2014-03-13,"Brooklyn, New York, United States",Within a few hours,100.0,100.0,True,235,-118,6.1
Perfectly Located Organic Getaway,Shared room,2,28.0,4.73,11,2019-07-22,2020-07-16,300,True,20,Manhattan,Upper West Side,1167,Robert V. Santana,robertsantana@gmail.com,2013-06-01,"New York, New York, United States",Within a few hours,77.0,99.0,False,254,-106,6.8
"Large 3 bed, 2 bath , garden , bbq , all you need",Entire place,6,138.0,4.67,9,2019-11-12,2020-03-16,354,False,7,Brooklyn,Bedford-Stuyvesant,2778,Joyce P. Roth,joycer21@outlook.com,2016-04-13,"New York, New York, United States",Within an hour,100.0,92.0,False,141,16,4.0
"Pleasant Full bed in Charming, Quiet Apartment",Private room,2,72.0,5.0,13,2019-08-03,2020-08-13,364,True,7,Brooklyn,Bedford-Stuyvesant,3909,Mary R. Perez,mrperez6@hotmail.com,2019-06-13,"Brooklyn, New York, United States",Within an hour,100.0,100.0,True,242,-134,0.8
Charming one bedroom - newly renovated rowhouse,Private room,2,70.0,4.0,3,2019-10-08,2019-10-21,74,False,7,Brooklyn,Bedford-Stuyvesant,1302,Juanita S. Adam,juanitasadam@gmail.com,2013-08-18,"New York, New York, United States",A few days or more,0.0,57.0,False,176,163,6.6
Gallery's House,Private room,2,55.0,4.92,36,2019-07-15,2020-07-18,145,False,24,Queens,Long Island City,3552,Donald J. Castillo,donaldjcastillo75@outlook.com,2018-05-29,"Queens, New York, United States",Within an hour,100.0,92.0,False,261,-108,1.8
"MIDTOWN, 2-bdrm luxury condo. Extraordinary value",Entire place,6,369.0,5.0,3,2019-09-06,2020-03-14,0,True,18,Manhattan,Midtown,3262,Peggy S. C,peggyc@gmail.com,2017-06-03,"Ipswich, Massachusetts, United States",Within an hour,100.0,100.0,True,208,18,2.8
Private Studio in Williamsburg - Monthly rental,Private room,2,55.0,4.88,16,2019-07-21,2020-07-31,0,False,12,Brooklyn,Williamsburg,1219,Dennis V. West,dennisw@hotmail.com,2013-07-02,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,255,-121,6.7
Beautiful room,Private room,2,41.0,4.91,11,2019-09-21,2020-03-16,255,True,7,Brooklyn,Bedford-Stuyvesant,2818,James R. Fuller,jamesrfuller19@yahoo.com,2016-05-11,"New York, New York, United States",Within a few hours,100.0,98.0,False,193,16,3.9
Garden apartment in Harlem brownstone,Entire place,2,114.0,5.0,4,2019-08-31,2020-05-31,352,False,16,Manhattan,Harlem,1324,Debra L. Rahim,debrarahim51@hotmail.com,2013-09-04,"New York, New York, United States",Within an hour,100.0,95.0,True,214,-60,6.6
Homey studio in New York most artistic Bushwick,Entire place,2,113.0,4.83,52,2019-07-16,2020-08-13,355,False,8,Brooklyn,Bushwick,3938,Jean M. Chapman,jeanmchapman@yahoo.com,2019-07-04,"New York, New York, United States",Within an hour,100.0,99.0,True,260,-134,0.7
Pur Bonheur.    (Pure Happiness),Entire place,3,155.0,4.8,35,2019-07-23,2020-03-01,61,False,9,Brooklyn,Crown Heights,3876,Sherry S. Lang,sherryslang@yahoo.com,2019-05-27,"Brooklyn, New York, United States",Within an hour,100.0,93.0,False,253,31,0.8
Only female super clean!! Lovely room(A/C),Private room,1,35.0,5.0,10,2019-07-26,2020-05-30,59,True,10,Brooklyn,East Flatbush,3740,Gwendolyn I. Spencer,gwendolynspencer86@yahoo.com,2018-12-06,"Brooklyn, New York, United States",Within an hour,100.0,100.0,True,250,-59,1.3
Korean American Host,Entire place,6,120.0,4.89,19,2019-07-14,2020-07-05,319,True,9,Brooklyn,Crown Heights,3940,Lillian L. Swartz,lillianswartz70@hotmail.com,2019-07-08,"Brooklyn, New York, United States",Within an hour,100.0,100.0,False,262,-95,0.7
Stylish Furnished 2 Bedroom in Prime Location,Entire place,4,175.0,5.0,10,2019-07-15,2020-05-22,364,True,18,Manhattan,Midtown,3943,Brooke I. Pham,bipham@outlook.com,2019-07-11,"New York, New York, United States",Within a few hours,100.0,100.0,True,261,-51,0.7
Amazing rare duplex with the balcony in Chelsea!,Entire place,2,100.0,4.83,6,2019-07-21,2020-06-03,349,False,13,Manhattan,Chelsea,3708,Allen D. Bateman,allendbateman92@outlook.com,2018-10-31,"New York, New York, United States",Within a day,100.0,20.0,False,255,-63,1.4
â­High Floor Luxury Apt - Amazing Sunset & Sunrise!,Entire place,4,399.0,5.0,5,2019-07-29,2019-12-27,0,True,13,Manhattan,Chelsea,3757,Keith F. Srivastava,keithfsrivastava@hotmail.com,2018-12-18,"New York, New York, United States",Within an hour,100.0,100.0,False,247,96,1.3
Entire Townhouse basement w/ private bath/living,Private room,3,157.0,4.88,17,2019-08-01,2019-12-01,0,True,11,Brooklyn,Greenpoint,2478,Stephen T. Crawford,stcrawford@hotmail.com,2015-09-25,"West Palm Beach, Florida, United States",Within an hour,100.0,100.0,True,244,122,4.5
1 Bedroom fully renovated located in WILLIAMSBURG,Private room,2,87.14,5.0,36,2019-08-16,2020-03-16,259,False,12,Brooklyn,Williamsburg,3169,Patti D. Keller,pdkeller@hotmail.com,2017-02-28,"New York, New York, United States",Within a day,100.0,98.0,True,229,16,3.1
Private room in Sunnyside 21min to Times Square,Private room,1,25.0,4.74,57,2019-08-25,2020-07-13,0,True,26,Queens,Sunnyside,3762,Melissa S. Peterson,melissap60@outlook.com,2018-12-27,"Queens, New York, United States",Within an hour,100.0,99.0,False,220,-103,1.3
Stylish & Sunny Private Bedroom and Bathroom!,Private room,2,94.0,4.93,15,2019-08-03,2020-02-18,0,True,7,Brooklyn,Bedford-Stuyvesant,3835,Lauren D. Montoya,laurenm12@outlook.com,2019-04-15,"Brooklyn, New York, United States",Within a few hours,100.0,100.0,True,242,43,1.0
Comfy purple Room/pet friendly,Private room,3,36.14,4.36,28,2019-08-18,2020-07-26,365,False,7,Brooklyn,Bedford-Stuyvesant,3944,Shannon L. Ferguson,shannonf58@yahoo.com,2019-07-13,"Brooklyn, New York, United States",Within a day,64.0,85.0,False,227,-116,0.7
Sunny Room  two min walk to A&C Train w/WiFi,Private room,1,58.0,4.82,34,2019-08-04,2020-08-13,363,True,7,Brooklyn,Bedford-Stuyvesant,3934,Helen J. Medina,hjmedina@yahoo.com,2019-07-01,"Brooklyn, New York, United States",Within an hour,100.0,99.0,True,241,-134,0.8
Private Bedroom in Harlem,Private room,1,75.0,5.0,42,2019-07-24,2020-03-07,89,True,16,Manhattan,Harlem,3945,Scott S. Owen,scottsowen@hotmail.com,2019-07-13,"New York, New York, United States",Within an hour,100.0,98.0,True,252,25,0.7
"Modern 1-Bedroom w/ Balcony (Harlem, Manhattan)",Entire place,3,92.0,5.0,4,2019-07-22,2019-12-27,0,False,16,Manhattan,Harlem,2904,Nicholas R. Wills,nrwills48@yahoo.com,2016-06-28,"New York, New York, United States",Within a few hours,100.0,100.0,False,254,96,3.8
15 minutes away from Manhattan,Entire place,8,140.0,4.99,74,2019-07-17,2020-08-15,74,False,24,Queens,Long Island City,3217,Kimberly S. Dickerson,kimberlysdickerson48@yahoo.com,2017-04-23,"New York, New York, United States",Within an hour,100.0,94.0,True,259,-136,2.9
"Luxury NYC 2 Bed, corner of Central Park! â˜…â˜…â˜…â˜…â˜…",Entire place,4,99.0,5.0,4,2019-09-29,2020-04-05,349,False,17,Manhattan,Hell's Kitchen,3072,Lauren A. Coleman,lacoleman83@outlook.com,2016-11-12,"New York, New York, United States",Within an hour,100.0,73.0,True,185,-4,3.4
"Very chic place, ideal location, close to all",Entire place,5,110.0,5.0,45,2019-07-29,2020-08-12,168,False,26,Queens,Sunnyside,2979,Linda J. Byrd,lindabyrd23@outlook.com,2016-08-23,"Queens, New York, United States",Within an hour,100.0,100.0,True,247,-133,3.6
Extremely spacious 1 bedroom apartment,Entire place,3,100.0,5.0,7,2019-09-19,2020-07-16,0,True,9,Brooklyn,Crown Heights,2439,Shirley J. Higgins,shirleyhiggins@yahoo.com,2015-08-31,"New York, New York, United States",Within a day,100.0,100.0,False,195,-106,4.6
Spacious Bronx Designer Duplex 15 min NYC sleeps 8,Entire place,8,225.0,4.81,21,2019-08-24,2020-02-16,266,False,5,Bronx,Port Morris,3259,Brandy M. Swanson,brandymswanson29@gmail.com,2017-05-29,"New York, New York, United States",Within an hour,100.0,94.0,False,221,45,2.8
Itâ€™s A Vibe!!! Beautiful Spacious Bedroom,Private room,2,93.0,4.5,18,2019-08-01,2020-08-03,0,True,9,Brooklyn,Crown Heights,3863,Jamie A. Kemp,jamiek26@outlook.com,2019-05-12,"Brooklyn, New York, United States",Within an hour,71.0,96.0,False,244,-124,0.9
Entire 1 bedroom apartment-3mins walking to Subway,Entire place,3,80.0,4.75,4,2019-07-31,2019-09-13,30,False,21,Queens,Astoria,1781,James J. Petersen,jamesjpetersen95@gmail.com,2014-07-08,"New York, New York, United States",Within a few hours,80.0,100.0,False,245,201,5.7
spacious loft the Bright room,Private room,1,41.0,4.22,9,2019-08-26,2020-03-23,61,True,12,Brooklyn,Williamsburg,734,Jean M. Christensen,jeanc@hotmail.com,2012-07-15,"New York, New York, United States",Within an hour,100.0,99.0,False,219,9,7.7
"Private Single Bedroom, Near Subway",Private room,1,30.0,5.0,4,2020-01-10,2020-07-01,85,True,8,Brooklyn,Bushwick,3063,Peggy I. Tan,pitan100@hotmail.com,2016-11-04,"New York, New York, United States",Within an hour,100.0,99.0,False,82,-91,3.4
"Modern spacious, loft-like in Brooklyn, Fast wifi",Entire place,2,117.0,4.89,57,2019-08-04,2020-08-12,78,False,10,Brooklyn,East Flatbush,2535,Jeff G. Boyd,jeffgboyd@gmail.com,2015-11-06,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,241,-133,4.4
Spacious 1 Bdrm Apt.  - Central Park & Subways!,Entire place,3,198.0,4.8,30,2019-10-31,2020-07-15,0,True,19,Manhattan,Upper East Side,2990,Alexander A. Smit,alexanderasmit69@hotmail.com,2016-08-30,"New York, New York, United States",Within an hour,100.0,92.0,False,153,-105,3.6
Entire Sunny 2br 1ba Williamsburg apt near L train,Entire place,4,182.0,4.8,10,2019-07-25,2020-02-17,365,False,12,Brooklyn,Williamsburg,2482,Mary W. Rice,maryrice10@yahoo.com,2015-09-27,"New York, New York, United States",Within a day,100.0,65.0,False,251,44,4.5
Cozy sunlit bedroom - 7 min to Midtown,Private room,1,35.0,5.0,7,2019-11-25,2020-04-02,81,False,16,Manhattan,Harlem,2383,Harry O. Stewart,harrys@outlook.com,2015-07-28,"New York, New York, United States",Within a day,100.0,93.0,True,128,-1,4.7
SANITIZED 4BR/2Bath + Parking - no events /parties,Entire place,10,210.0,4.88,33,2019-08-16,2020-08-01,251,False,24,Queens,Long Island City,3948,Doris L. Das,dorisd18@outlook.com,2019-07-17,"New York, New York, United States",Within an hour,90.0,90.0,False,229,-122,0.7
#3ï¼‰Warm double room(Public toilet),Private room,3,50.0,4.73,11,2019-08-12,2020-02-16,90,False,22,Queens,Flushing,2850,Florence N. Thompson,florencet@hotmail.com,2016-05-25,"Queens, New York, United States",Within an hour,80.0,98.0,True,233,45,3.9
6 min from Times Square! Sleeps 4!Clean and cozy!,Entire place,4,85.0,4.81,31,2019-08-11,2020-07-10,175,False,17,Manhattan,Hell's Kitchen,3869,Carolyn B. Haque,carolynh@outlook.com,2019-05-20,"New York, New York, United States",Within a few hours,80.0,94.0,False,234,-100,0.9
VarandaBliss getaway minutes from the city,Private room,2,53.0,5.0,13,2019-10-13,2020-08-12,15,False,21,Queens,Astoria,3947,Jacqueline J. Barnes,jacquelineb23@yahoo.com,2019-07-17,"New York, New York, United States",Within an hour,100.0,100.0,True,171,-133,0.7
Modern Zen 1BR in Prime Williamsburg,Entire place,3,195.0,5.0,4,2019-12-15,2020-02-13,364,False,12,Brooklyn,Williamsburg,1716,Ralph F. Valencia,rfvalencia68@outlook.com,2014-06-02,"New York, New York, United States",Within a day,50.0,77.0,False,108,48,5.8
Large Room two min walk to Express A-Train w/WiFi,Private room,1,55.0,4.64,28,2019-08-09,2020-08-08,173,True,7,Brooklyn,Bedford-Stuyvesant,3934,Helen J. Medina,hjmedina@yahoo.com,2019-07-01,"Brooklyn, New York, United States",Within an hour,100.0,99.0,True,236,-129,0.8
Cozy shelter in Williamsburg,Private room,1,65.0,5.0,4,2019-09-08,2019-10-19,73,False,12,Brooklyn,Williamsburg,1298,Luis S. Cooper,luisc@hotmail.com,2013-08-14,"New York, New York, United States",Within an hour,100.0,60.0,False,206,165,6.6
Sunny Room two min walk to the A&C train w/WiFi,Private room,1,55.0,5.0,39,2019-07-21,2020-07-29,175,True,7,Brooklyn,Bedford-Stuyvesant,3934,Helen J. Medina,hjmedina@yahoo.com,2019-07-01,"Brooklyn, New York, United States",Within an hour,100.0,99.0,True,255,-119,0.8
Times Square Apartment with Private Roof deck!,Entire place,4,425.0,4.82,17,2019-07-31,2020-01-19,0,False,17,Manhattan,Hell's Kitchen,2287,Kristina M. Wagner,kristinaw@gmail.com,2015-05-31,"New York, New York, United States",Within a day,100.0,79.0,False,245,73,4.8
WFH space. Manhattan 20 min. Luxe. Smart home,Entire place,6,154.0,4.99,80,2019-07-26,2020-08-13,116,False,7,Brooklyn,Bedford-Stuyvesant,928,Anthony D. Mann,anthonydmann@outlook.com,2012-12-09,"New York, New York, United States",Within a few hours,100.0,86.0,True,250,-134,7.3
Clean 4 private room W/ private bathroom near park,Private room,3,96.0,4.67,15,2019-08-22,2020-01-01,165,True,22,Queens,Flushing,3652,Andrew S. Reed,andrewr58@outlook.com,2018-09-13,"Queens, New York, United States",Within an hour,100.0,96.0,False,223,91,1.5
Destination Bushwick,Private room,2,57.0,5.0,21,2019-08-21,2020-05-31,74,True,8,Brooklyn,Bushwick,1925,Ronnie R. Russo,rrrusso@hotmail.com,2014-10-01,"Brooklyn, New York, United States",Within an hour,100.0,100.0,True,224,-60,5.5
The 21st Century Palace,Entire place,10,150.0,4.47,15,2019-10-26,2020-08-09,266,False,10,Brooklyn,East Flatbush,2761,Mary B. Cooper,marybcooper95@gmail.com,2016-04-02,"New York, New York, United States",Within an hour,97.0,64.0,False,158,-130,4.0
Relax private room & bathroom in a cozy apartment,Private room,2,65.0,5.0,32,2019-07-28,2020-02-17,70,False,8,Brooklyn,Bushwick,3067,Franklin C. Bob,franklinbob63@outlook.com,2016-11-08,"Brooklyn, New York, United States",Within a day,67.0,90.0,True,248,44,3.4
"New 3bd in heart of Astoria, 20min from Manhattan!",Entire place,9,232.0,5.0,36,2019-08-05,2020-08-02,340,True,21,Queens,Astoria,2865,Steven J. Garza,steveng@gmail.com,2016-06-01,"New York, New York, United States",Within a few hours,100.0,100.0,True,240,-123,3.8
â˜…  Luxury entire home Self check in & free parking,Entire place,9,612.0,5.0,13,2019-07-23,2020-05-26,365,False,6,Bronx,Wakefield,3561,Adam L. Lawson,adamllawson@gmail.com,2018-06-06,"The Bronx, New York, United States",Within a few hours,75.0,92.0,True,253,-55,1.8
"Deluxe Room with private bath,20 mins to Midtown",Private room,2,49.0,4.91,22,2019-08-17,2020-07-28,155,True,21,Queens,Astoria,3952,Charles C. Drummond,ccdrummond21@gmail.com,2019-07-21,"New York, New York, United States",Within an hour,100.0,100.0,True,228,-118,0.7
"Eco Room, close to  subway, 20 mins to Midtown",Private room,2,72.0,4.97,36,2019-07-30,2020-03-13,180,True,21,Queens,Astoria,3952,Charles C. Drummond,ccdrummond21@gmail.com,2019-07-21,"New York, New York, United States",Within an hour,100.0,100.0,True,246,19,0.7
"Sunrise Room in Astoria, 20 mins to Midtown",Private room,2,45.0,4.65,17,2019-07-24,2020-03-27,169,True,21,Queens,Astoria,3952,Charles C. Drummond,ccdrummond21@gmail.com,2019-07-21,"New York, New York, United States",Within an hour,100.0,100.0,True,252,5,0.7
Comfy and Nice Railroad Apt in Williamsburg,Entire place,2,50.0,5.0,5,2019-08-06,2020-06-14,0,False,12,Brooklyn,Williamsburg,1583,Joshua W. Maina,joshuawmaina@outlook.com,2014-03-03,"New York, New York, United States",Within a day,100.0,80.0,False,239,-74,6.1
Newly Renovated Chic Brooklyn Apartment,Entire place,8,150.0,4.5,12,2019-10-06,2020-08-02,178,False,10,Brooklyn,East Flatbush,563,Willie A. Stafford,wastafford45@yahoo.com,2012-03-09,"Dix Hills, New York, United States",Within an hour,100.0,99.0,False,178,-123,8.1
"Thoughtful, convenient, luxury Williamsburg Condo",Entire place,3,159.0,5.0,18,2019-08-26,2020-08-02,19,False,12,Brooklyn,Williamsburg,1396,Sue L. Mason,suem@outlook.com,2013-10-24,"Brooklyn, New York, United States",Within an hour,100.0,98.0,True,219,-123,6.4
"Nightlife Central - Funky & Comfy, Whole 2 BR Apt",Entire place,6,161.0,4.91,46,2019-08-22,2020-03-14,71,False,12,Brooklyn,Williamsburg,3899,Samantha M. Mason,samanthammason@gmail.com,2019-06-05,"Brooklyn, New York, United States",Within a few hours,100.0,96.0,True,223,18,0.8
Spread love thats the brooklyn way,Private room,4,45.0,5.0,9,2019-09-24,2020-07-03,64,True,9,Brooklyn,Crown Heights,3953,Jeanne M. Davidson,jeannedavidson78@yahoo.com,2019-07-21,"Brooklyn, New York, United States",Within a few hours,100.0,93.0,False,190,-93,0.7
Big Private Room in Bed Stuy,Private room,2,45.0,4.58,26,2019-08-17,2020-08-01,164,False,7,Brooklyn,Bedford-Stuyvesant,2561,Marcus B. Chandra,marcusbchandra@gmail.com,2015-11-28,"New York, New York, United States",Within an hour,100.0,99.0,False,228,-122,4.3
STYLISH 3BD Designer Pad across Central Park,Private room,6,449.0,4.58,24,2019-08-20,2020-07-22,188,True,20,Manhattan,Upper West Side,3946,Robert C. Snyder,roberts32@yahoo.com,2019-07-17,"New York, New York, United States",Within a few hours,100.0,92.0,False,225,-112,0.7
"Lovely 2 BR Brooklyn Apt w Garden, 20 min to Soho!",Entire place,6,84.0,4.98,47,2019-08-01,2020-07-25,139,False,7,Brooklyn,Bedford-Stuyvesant,825,Sharon J. Howell,sjhowell@gmail.com,2012-09-16,"New York, New York, United States",Within an hour,100.0,95.0,True,244,-115,7.5
PRIVACY SUITE ROOM WITH PRIVATE BATHROOM,Private room,2,89.0,4.5,32,2019-08-16,2020-07-25,74,False,7,Brooklyn,Bedford-Stuyvesant,2561,Marcus B. Chandra,marcusbchandra@gmail.com,2015-11-28,"New York, New York, United States",Within an hour,100.0,99.0,False,229,-115,4.3
Apto pet friendly,Private room,1,47.0,4.92,12,2019-07-29,2019-10-12,364,True,25,Queens,Ridgewood,3505,Kristin J. Fox,kristinjfox89@outlook.com,2018-04-06,"Queens, New York, United States",Within an hour,100.0,100.0,True,247,172,2.0
"Celebrity building, panoramic/uninterrupted views",Private room,2,10000.0,4.8,5,2019-07-27,2020-01-02,365,True,17,Manhattan,Hell's Kitchen,3956,Mario J. Faulkner,mariofaulkner25@yahoo.com,2019-07-23,"New York, New York, United States",Within a day,65.0,70.0,False,249,90,0.7
Private studio/single room in Williamsburg,Private room,2,65.0,4.96,28,2019-08-19,2020-02-23,0,False,12,Brooklyn,Williamsburg,1219,Dennis V. West,dennisw@hotmail.com,2013-07-02,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,226,38,6.7
Artist Retreat and â€˜private Gardenâ€™,Entire place,2,114.0,5.0,26,2019-08-16,2020-05-25,121,True,7,Brooklyn,Bedford-Stuyvesant,3958,Henry J. Lawrence,henryjlawrence@outlook.com,2019-07-24,"New York, New York, United States",Within an hour,100.0,100.0,True,229,-54,0.7
Hells  Kitchen one-bedroom apartment !!,Entire place,2,78.0,4.85,20,2019-09-02,2020-07-04,251,False,17,Manhattan,Hell's Kitchen,3960,Norma D. Barlow,normabarlow40@outlook.com,2019-07-24,"New York, New York, United States",Within an hour,100.0,82.0,False,212,-94,0.7
Beautiful house in Brooklyn,Private room,1,49.0,5.0,3,2019-08-12,2019-10-12,60,False,9,Brooklyn,Crown Heights,3951,Stephen J. Browning,stephenbrowning@hotmail.com,2019-07-20,"Brooklyn, New York, United States",Within an hour,90.0,83.0,False,233,172,0.7
Pure & cozy Entire 1Bed Apartment,Entire place,1,65.0,4.67,3,2019-08-08,2020-01-02,336,False,14,Manhattan,East Harlem,3922,Darrin F. Gray,darringray49@yahoo.com,2019-06-21,"New York, New York, United States",Within an hour,100.0,32.0,False,237,90,0.8
Private 2 bedroom apt 20 min from NYC,Entire place,5,119.0,4.5,28,2019-08-18,2020-08-09,359,True,10,Brooklyn,East Flatbush,2938,Yvette M. Chavez,yvettec4@gmail.com,2016-07-22,"New York, New York, United States",Within an hour,100.0,100.0,False,227,-130,3.7
Who can resist a wallpaper room(also kid-friendly),Entire place,6,135.0,4.94,17,2020-01-25,2020-07-31,232,False,7,Brooklyn,Bedford-Stuyvesant,2061,Ryan B. Moyer,ryanmoyer@hotmail.com,2014-12-19,"Brooklyn, New York, United States",Within an hour,100.0,79.0,True,67,-121,5.3
"Private Oasis in UWS near Subway, Centr Park &MORE",Private room,5,275.0,4.47,19,2019-08-05,2020-05-01,73,True,20,Manhattan,Upper West Side,3950,Jonathan M. Carson,jonathanc@yahoo.com,2019-07-19,"Queens, New York, United States",A few days or more,0.0,100.0,False,240,-30,0.7
Luxurious 1300sf 1b/b penthouse+  rooftop + deck,Entire place,2,325.0,5.0,8,2019-09-24,2019-12-15,44,False,19,Manhattan,Upper East Side,3961,Dana K. Ho,danaho71@gmail.com,2019-07-25,"Bedford, New York, United States",Within a day,60.0,83.0,False,190,108,0.7
A Bright & Cozy Room in Clean Bedstuy Apartment!,Private room,2,50.0,5.0,31,2019-09-06,2020-02-09,180,False,7,Brooklyn,Bedford-Stuyvesant,1285,Erin L. Sweeney,erinsweeney@outlook.com,2013-08-06,"New York, New York, United States",Within a few hours,75.0,97.0,False,208,52,6.7
"Bright, Modern Room in Trendy Bedstuy!",Private room,2,50.0,4.75,32,2019-08-12,2020-03-14,149,False,7,Brooklyn,Bedford-Stuyvesant,1285,Erin L. Sweeney,erinsweeney@outlook.com,2013-08-06,"New York, New York, United States",Within a few hours,75.0,97.0,False,233,18,6.7
æ¸©é¦¨å°å•æˆ¿ï¼ˆå…¬ç”¨å«ç”Ÿé—´ï¼‰,Private room,2,45.0,4.89,9,2019-08-08,2020-07-25,89,True,22,Queens,Flushing,2850,Florence N. Thompson,florencet@hotmail.com,2016-05-25,"Queens, New York, United States",Within an hour,80.0,98.0,True,237,-115,3.9
Welcome Home! Stylish Bohemian 1bed in Brooklyn!!,Entire place,3,100.0,4.9,50,2019-08-07,2020-08-02,173,False,12,Brooklyn,Williamsburg,3963,Jeffrey A. Chavez,jeffreychavez14@hotmail.com,2019-07-28,"New York, New York, United States",Within an hour,100.0,92.0,True,238,-123,0.7
Creative Shared Studio Loft in South Williamsburg,Shared room,2,45.0,4.75,4,2019-08-11,2020-01-10,88,False,12,Brooklyn,Williamsburg,222,Mike F. Gillespie,mikefgillespie@gmail.com,2011-04-14,"Brooklyn, New York, United States",Within a day,100.0,14.0,False,234,82,9.0
UComfy?,Private room,2,80.0,4.86,14,2019-08-02,2020-01-01,228,False,23,Queens,Jamaica,3964,Tyler C. Duke,tylercduke@outlook.com,2019-07-28,"Queens, New York, United States",Within an hour,100.0,93.0,False,243,91,0.7
Small room in big apartment with backyard,Private room,2,34.0,3.33,3,2019-09-30,2019-11-16,90,True,8,Brooklyn,Bushwick,1118,Jennifer V. Goh,jennifergoh@hotmail.com,2013-05-09,"Arecibo, Arecibo, Puerto Rico",A few days or more,0.0,80.0,False,184,137,6.9
Upscale Apartment in Central Harlem!,Entire place,2,131.0,4.92,12,2019-08-08,2020-02-17,75,False,14,Manhattan,East Harlem,3965,Derek D. Prakash,derekprakash@outlook.com,2019-07-29,"New York, New York, United States",Within a day,100.0,79.0,False,237,44,0.7
The Lionâ€™s Den,Private room,1,55.0,5.0,17,2019-08-11,2020-04-12,135,True,10,Brooklyn,East Flatbush,3966,Carol R. Cannon,carolc59@gmail.com,2019-07-29,"Brooklyn, New York, United States",Within an hour,100.0,99.0,False,234,-11,0.7
Upper East Grand Duplex with Private Garden,Entire place,6,349.0,4.64,14,2019-08-04,2020-05-22,0,True,19,Manhattan,Upper East Side,2995,Jeffrey P. Galloway,jeffreypgalloway62@gmail.com,2016-09-01,"New York, New York, United States",Within an hour,100.0,100.0,False,241,-51,3.6
Garden Level Apartment,Entire place,4,185.0,4.71,14,2019-08-10,2019-12-29,89,True,7,Brooklyn,Bedford-Stuyvesant,3043,Lisa R. Dube,lisad11@gmail.com,2016-10-19,"Brooklyn, New York, United States",A few days or more,0.0,100.0,False,235,94,3.4
"Beautiful, Comfy Apt Near C.park and subway!",Entire place,10,500.0,4.56,9,2019-09-23,2020-03-01,0,True,14,Manhattan,East Harlem,3330,Walter A. Knowles,walterknowles19@hotmail.com,2017-08-09,"New York, New York, United States",Within an hour,100.0,97.0,True,191,31,2.6
The LIONz Den/wheelchair accessible,Private room,2,55.0,4.73,33,2019-08-08,2020-03-21,154,True,10,Brooklyn,East Flatbush,3966,Carol R. Cannon,carolc59@gmail.com,2019-07-29,"Brooklyn, New York, United States",Within an hour,100.0,99.0,False,237,11,0.7
Modern Bed-Stuy One Bedroom,Entire place,2,75.0,4.75,4,2019-10-31,2020-03-31,254,False,7,Brooklyn,Bedford-Stuyvesant,3807,Linda T. Barlow,lindatbarlow@gmail.com,2019-03-08,"Brooklyn, New York, United States",Within an hour,100.0,100.0,False,153,1,1.1
Small bedroom but very comfortable,Private room,2,50.0,5.0,8,2019-08-13,2019-09-20,364,False,21,Queens,Astoria,3817,Howard F. Gupta,howardg@hotmail.com,2019-03-25,"Pinheiros, Estado de Sao Paulo, Brazil",A few days or more,0.0,92.0,False,232,194,1.0
1 ROOM IN 2 BEDROOM BLDG WITH ELEVATOR,Private room,2,80.0,5.0,11,2019-08-20,2020-02-17,180,False,9,Brooklyn,Crown Heights,2250,Michelle S. Nelson,michellesnelson@hotmail.com,2015-05-12,"Brooklyn, New York, United States",Within a few hours,100.0,83.0,True,225,44,4.9
Luxurious  *NO SMOKING* NO PARTY*,Private room,2,70.0,4.98,50,2019-09-11,2020-07-31,364,False,1,Bronx,Allerton,3351,Shawn F. Ahmad,shawnfahmad82@hotmail.com,2017-08-31,"New York, New York, United States",Within an hour,100.0,96.0,True,203,-121,2.6
Urban Oasis 2 bed/ 1 bath NYC apt,Entire place,6,300.0,4.83,6,2019-09-02,2020-01-01,165,False,3,Bronx,Longwood,3246,Andrea W. Fleming,andreawfleming@outlook.com,2017-05-20,"New York, New York, United States",Within a day,75.0,89.0,False,212,91,2.9
"Spacious, Bright Room in Cozy Bedstuy Apartment!",Private room,2,55.0,4.96,26,2019-08-15,2020-03-13,149,False,7,Brooklyn,Bedford-Stuyvesant,1285,Erin L. Sweeney,erinsweeney@outlook.com,2013-08-06,"New York, New York, United States",Within a few hours,75.0,97.0,False,230,19,6.7
Central New York Private Room Walk to Central Park,Private room,6,74.0,4.56,9,2019-09-02,2019-12-29,365,True,14,Manhattan,East Harlem,2363,Alvin I. Adam,alvinadam82@yahoo.com,2015-07-14,"New York, New York, United States",Within a few hours,67.0,96.0,False,212,94,4.7
