order_id,order_number,created_at,customer_id,customer_email,financial_status,fulfillment_status,currency,subtotal,discount_code,discount_amount,shipping,taxes,total,payment_method,billing_city,billing_province,billing_country,source,note
NB-5357,5357,2026-01-08 22:02:29,CUST-1005,madisonal-rashid@outlook.com,paid,fulfilled,USD,16.99,,0,5.99,1.6,24.58,Credit Card,Leeds,England,GB,Google Ads,
NB-5366,5366,2026-01-09 06:14:54,CUST-1043,komalwalker@protonmail.com,paid,fulfilled,USD,197.41,,0,0,16.82,214.23,Google Pay,Birmingham,England,GB,Organic Search,
NB-5623,5623,2026-01-09 07:20:29,CUST-1069,emmakumar@yahoo.com,paid,fulfilled,USD,109.26,NEWBREW20,21.85,0,7.83,95.24,Credit Card,Denver,Colorado,US,Referral,
NB-5528,5528,2026-01-09 09:45:45,CUST-1129,alex_anderson@protonmail.com,paid,fulfilled,USD,314.49,NEWBREW20,62.9,0,21.86,273.45,Apple Pay,Denver,Colorado,US,Referral,
NB-5568,5568,2026-01-09 09:55:31,CUST-1131,jessica_thomas@yahoo.com,paid,fulfilled,USD,77.45,,0.0,0,5.94,83.39,Credit Card,Berlin,Berlin,DE,Organic Search,
NB-5387,5387,2026-01-09 11:01:35,CUST-1143,peterwilliams@protonmail.com,paid,fulfilled,USD,285.95,,0,0,25.47,311.42,Credit Card,Sacramento,California,US,Referral,
NB-5463,5463,2026-01-09 11:05:04,CUST-1040,kelly_gupta@icloud.com,paid,fulfilled,USD,84.97,WELCOME10,8.5,0,7.31,83.78,Google Pay,Noida,Uttar Pradesh,IN,Organic Search,
NB-5464,5464,2026-01-09 11:42:36,CUST-1050,jake_walker@hotmail.com,paid,fulfilled,USD,528.89,,0.0,0,42.69,571.58,Credit Card,Kolkata,West Bengal,IN,Organic Search,
NB-5473,5473,2026-01-09 11:59:08,CUST-1106,alexroberts@hotmail.com,paid,fulfilled,USD,172.69,COFFEE15,25.9,0,10.13,156.92,Google Pay,Calgary,Alberta,CA,Google Ads,
NB-5553,5553,2026-01-09 12:41:39,CUST-1154,nikhil_wilson@icloud.com,paid,fulfilled,USD,215.83,NEWBREW20,43.17,0,11.38,184.04,Credit Card,Kolkata,West Bengal,IN,Referral,
NB-5388,5388,2026-01-09 12:44:54,CUST-1143,peterwilliams@protonmail.com,paid,fulfilled,USD,254.72,,0,0,16.95,271.67,Credit Card,Sacramento,California,US,Referral,
NB-5513,5513,2026-01-09 14:42:16,CUST-1176,kayla_mitchell@hotmail.com,paid,fulfilled,USD,211.76,LOYALTY5,10.59,0,19.62,220.79,Google Pay,Edinburgh,Scotland,GB,Google Ads,
NB-5598,5598,2026-01-09 16:40:04,CUST-1138,namita.ghosh@hotmail.com,paid,fulfilled,USD,568.89,WELCOME10,56.89,0,47.47,559.47,PayPal,Gurgaon,Haryana,IN,Organic Search,
NB-5300,5300,2026-01-09 18:03:21,CUST-1026,ajay_rao@hotmail.com,paid,shipped,USD,111.95,,0,0,8.51,120.46,PayPal,San Diego,California,US,Google Ads,
NB-5615,5615,2026-01-09 18:18:24,CUST-1055,shane_berg@hotmail.com,paid,fulfilled,USD,304.93,,0.0,0,27.62,332.55,Credit Card,Phoenix,Arizona,US,Email Campaign,
NB-5510,5510,2026-01-09 18:19:52,CUST-1010,david.verma@outlook.com,paid,fulfilled,USD,193.9,,0.0,0,18.79,212.69,Google Pay,San Diego,California,US,Organic Search,
NB-5479,5479,2026-01-09 18:25:25,CUST-1028,samantha_sharma@outlook.com,paid,fulfilled,USD,97.81,,0.0,0,8.63,106.44,Apple Pay,Berlin,Berlin,DE,Instagram Ads,
NB-5303,5303,2026-01-09 18:26:53,CUST-1026,ajay_rao@hotmail.com,paid,fulfilled,USD,326.88,,0,0,26.07,352.95,Credit Card,San Diego,California,US,Google Ads,
NB-5306,5306,2026-01-09 20:48:32,CUST-1036,jake_adams@protonmail.com,paid,fulfilled,USD,134.94,,0,0,8.13,143.07,Credit Card,Sacramento,California,US,Instagram Ads,
NB-5281,5281,2026-01-09 21:24:08,CUST-1143,peterwilliams@protonmail.com,paid,fulfilled,USD,169.96,,0,0,12.97,182.93,Credit Card,Sacramento,California,US,Referral,
NB-5524,5524,2026-01-09 21:44:08,CUST-1123,monica_saxena@yahoo.com,paid,fulfilled,USD,266.94,,0.0,0,26.1,293.04,Credit Card,Raleigh,North Carolina,US,Facebook Ads,
NB-5291,5291,2026-01-10 07:41:39,CUST-1113,paige.lewis@gmail.com,paid,delivered,USD,327.92,,0,0,26.85,354.77,Credit Card,Los Angeles,California,US,Instagram Ads,
NB-5514,5514,2026-01-10 08:28:11,CUST-1157,harishyoung@hotmail.com,paid,shipped,USD,93.95,,0.0,0,6.33,100.28,Google Pay,Dallas,Texas,US,TikTok Ads,
NB-5362,5362,2026-01-10 12:39:13,CUST-1127,amangreen@outlook.com,paid,fulfilled,USD,80.95,,0,0,7.72,88.67,Credit Card,Pune,Maharashtra,IN,Organic Search,
NB-5592,5592,2026-01-10 12:49:25,CUST-1043,komalwalker@protonmail.com,paid,fulfilled,USD,210.42,,0.0,0,16.41,226.83,PayPal,Birmingham,England,GB,Organic Search,
NB-5629,5629,2026-01-10 13:46:22,CUST-1152,kaylachatterjee@hotmail.com,paid,fulfilled,USD,212.94,,0.0,0,20.41,233.35,Google Pay,Chicago,Illinois,US,Organic Search,
NB-5597,5597,2026-01-10 14:16:38,CUST-1100,tushar_mukherjee@hotmail.com,paid,fulfilled,USD,498.15,NEWBREW20,99.63,0,37.83,436.35,Google Pay,Miami,Florida,US,Instagram Ads,
NB-5601,5601,2026-01-10 16:59:14,CUST-1020,brett.menon@protonmail.com,paid,fulfilled,USD,186.22,,0.0,0,14.01,200.23,PayPal,Las Vegas,Nevada,US,Referral,
NB-5298,5298,2026-01-10 17:44:43,CUST-1194,peter.campbell@icloud.com,paid,fulfilled,USD,255.9,,0,0,20.87,276.77,Credit Card,San Jose,California,US,Organic Search,
NB-5497,5497,2026-01-10 18:04:58,CUST-1187,aman_berg@outlook.com,paid,fulfilled,USD,197.93,,0.0,0,15.83,213.76,Credit Card,Birmingham,England,GB,Direct,
NB-5322,5322,2026-01-10 18:52:57,CUST-1155,maria_kumar@gmail.com,paid,fulfilled,USD,131.94,,0,0,9.34,141.28,PayPal,Calgary,Alberta,CA,Referral,
NB-5610,5610,2026-01-10 20:42:37,CUST-1187,aman_berg@outlook.com,paid,fulfilled,USD,189.91,,0.0,0,12.48,202.39,Google Pay,Birmingham,England,GB,Direct,
NB-5583,5583,2026-01-10 20:44:16,CUST-1125,pooja.thomas@outlook.com,paid,fulfilled,USD,319.94,,0.0,0,25.28,345.22,Apple Pay,Portland,Oregon,US,Instagram Ads,
NB-5452,5452,2026-01-10 21:13:44,CUST-1019,noah_bajaj@icloud.com,paid,fulfilled,USD,210.89,WELCOME10,21.09,0,18.82,208.62,Credit Card,Miami,Florida,US,TikTok Ads,
NB-5638,5638,2026-01-10 22:36:36,CUST-1186,ashleykulkarni@icloud.com,paid,fulfilled,USD,272.33,,0.0,0,19.84,292.17,Apple Pay,Bristol,England,GB,Referral,
NB-5383,5383,2026-01-10 23:12:54,CUST-1087,meera.white@icloud.com,paid,fulfilled,USD,190.94,,0,0,11.53,202.47,Credit Card,Bristol,England,GB,Referral,
NB-5515,5515,2026-01-10 23:45:14,CUST-1165,deepaktanaka@gmail.com,paid,fulfilled,USD,114.94,,0.0,0,9.66,124.6,Credit Card,Oakland,California,US,Organic Search,
NB-5335,5335,2026-01-11 06:29:33,CUST-1137,tushar_bhatt@hotmail.com,paid,delivered,USD,151.94,,0,0,12.04,163.98,PayPal,Mumbai,Maharashtra,IN,Organic Search,
NB-5318,5318,2026-01-11 07:42:56,CUST-1155,maria_kumar@gmail.com,paid,delivered,USD,107.94,,0,0,9.15,117.09,Google Pay,Calgary,Alberta,CA,Referral,
NB-5566,5566,2026-01-11 09:41:55,CUST-1024,manish.williams@protonmail.com,paid,fulfilled,USD,75.73,,0.0,0,5.46,81.19,Apple Pay,Seattle,Washington,US,Google Ads,
NB-5474,5474,2026-01-11 13:42:41,CUST-1024,manish.williams@protonmail.com,paid,shipped,USD,103.69,,0.0,0,9.6,113.29,PayPal,Seattle,Washington,US,Google Ads,
NB-5454,5454,2026-01-11 15:10:12,CUST-1121,vishalwilliams@protonmail.com,paid,delivered,USD,163.46,NEWBREW20,32.69,0,11.94,142.71,Credit Card,Washington,District of Columbia,US,Google Ads,
NB-5382,5382,2026-01-11 18:41:41,CUST-1087,meera.white@icloud.com,paid,delivered,USD,506.87,,0,0,49.76,556.63,Apple Pay,Bristol,England,GB,Referral,
NB-5523,5523,2026-01-11 18:44:35,CUST-1119,tushar_thomas@gmail.com,paid,fulfilled,USD,111.44,COFFEE15,16.72,0,9.13,103.85,Apple Pay,Jaipur,Rajasthan,IN,Direct,
NB-5574,5574,2026-01-11 20:09:29,CUST-1089,olivia.thakur@outlook.com,paid,fulfilled,USD,172.46,,0.0,0,13.46,185.92,Credit Card,Bangalore,Karnataka,IN,Instagram Ads,
NB-5525,5525,2026-01-11 22:57:33,CUST-1139,riley.taylor@yahoo.com,paid,fulfilled,USD,160.81,,0.0,0,10.71,171.52,Credit Card,Phoenix,Arizona,US,Referral,
NB-5457,5457,2026-01-11 23:27:33,CUST-1098,aparna_menon@outlook.com,paid,fulfilled,USD,230.89,,0.0,0,19.54,250.43,Credit Card,Noida,Uttar Pradesh,IN,Direct,
NB-5288,5288,2026-01-11 23:31:29,CUST-1061,rohit_walker@icloud.com,paid,shipped,USD,114.97,,0,0,7.67,122.64,Google Pay,Los Angeles,California,US,Organic Search,
NB-5393,5393,2026-01-12 08:49:29,CUST-1061,rohit_walker@icloud.com,paid,fulfilled,USD,357.45,,0,0,28.44,385.89,Credit Card,Los Angeles,California,US,Organic Search,
NB-5552,5552,2026-01-12 10:45:47,CUST-1011,lucas_sethi@hotmail.com,paid,fulfilled,USD,18.54,,0.0,0,1.44,19.98,Credit Card,Amsterdam,North Holland,NL,Google Ads,
NB-5292,5292,2026-01-12 11:15:49,CUST-1113,paige.lewis@gmail.com,paid,fulfilled,USD,184.96,,0,0,13.31,198.27,Apple Pay,Los Angeles,California,US,Instagram Ads,
NB-5565,5565,2026-01-12 11:27:09,CUST-1094,carlossmith@gmail.com,paid,fulfilled,USD,150.96,WELCOME10,15.1,0,11.86,147.72,PayPal,Amsterdam,North Holland,NL,Instagram Ads,
NB-5642,5642,2026-01-12 12:52:49,CUST-1116,jake_patel@outlook.com,paid,fulfilled,USD,104.97,,0.0,0,6.59,111.56,Credit Card,Bangalore,Karnataka,IN,Organic Search,
NB-5386,5386,2026-01-12 16:09:52,CUST-1143,peterwilliams@protonmail.com,paid,fulfilled,USD,233.92,,0,0,20.84,254.76,Credit Card,Sacramento,California,US,Referral,
NB-5563,5563,2026-01-12 16:48:59,CUST-1027,pooja.thompson@hotmail.com,paid,shipped,USD,59.97,WELCOME10,6.0,0,4.53,58.5,Credit Card,New York,New York,US,TikTok Ads,
NB-5505,5505,2026-01-12 18:44:08,CUST-1016,laylabrown@outlook.com,paid,fulfilled,USD,82.97,,0.0,0,5.62,88.59,Shop Pay,Vancouver,British Columbia,CA,Organic Search,
NB-5351,5351,2026-01-12 21:06:21,CUST-1195,charliewright@protonmail.com,paid,fulfilled,USD,64.97,,0,0,4.42,69.39,Credit Card,Minneapolis,Minnesota,US,Google Ads,
NB-5560,5560,2026-01-13 06:10:32,CUST-1164,rakesh.sethi@outlook.com,paid,fulfilled,USD,79.96,LOYALTY5,4.0,0,6.84,82.8,Apple Pay,Kolkata,West Bengal,IN,Organic Search,
NB-5396,5396,2026-01-13 06:25:35,CUST-1113,paige.lewis@gmail.com,paid,fulfilled,USD,311.92,,0,0,28.11,340.03,Credit Card,Los Angeles,California,US,Instagram Ads,
NB-5487,5487,2026-01-13 08:18:14,CUST-1054,william.taylor@gmail.com,paid,fulfilled,USD,122.39,WELCOME10,12.24,0,8.47,118.62,Google Pay,Denver,Colorado,US,Referral,
NB-5338,5338,2026-01-13 11:06:29,CUST-1137,tushar_bhatt@hotmail.com,paid,fulfilled,USD,191.93,,0,0,14.4,206.33,Credit Card,Mumbai,Maharashtra,IN,Organic Search,
NB-5606,5606,2026-01-13 11:59:33,CUST-1044,kavya.agarwal@yahoo.com,paid,fulfilled,USD,393.7,,0.0,0,35.2,428.9,Shop Pay,Edinburgh,Scotland,GB,Instagram Ads,
NB-5478,5478,2026-01-13 14:33:38,CUST-1052,oliviayoung@icloud.com,paid,fulfilled,USD,48.62,,0.0,0,4.04,52.66,Credit Card,Gurgaon,Haryana,IN,Google Ads,
NB-5460,5460,2026-01-13 18:46:11,CUST-1164,rakesh.sethi@outlook.com,paid,fulfilled,USD,53.97,LOYALTY5,2.7,0,4.68,55.95,Google Pay,Kolkata,West Bengal,IN,Organic Search,
NB-5323,5323,2026-01-13 21:01:26,CUST-1155,maria_kumar@gmail.com,paid,fulfilled,USD,65.97,,0,0,5.03,71.0,Google Pay,Calgary,Alberta,CA,Referral,
NB-5471,5471,2026-01-13 23:49:20,CUST-1096,nikhilagarwal@protonmail.com,paid,delivered,USD,249.95,,0.0,0,23.43,273.38,Credit Card,Manhattan,New York,US,Organic Search,
NB-5608,5608,2026-01-14 06:19:30,CUST-1152,kaylachatterjee@hotmail.com,paid,delivered,USD,172.97,,0.0,0,13.68,186.65,Credit Card,Chicago,Illinois,US,Organic Search,
NB-5447,5447,2026-01-14 10:21:18,CUST-1095,seanmitchell@gmail.com,paid,fulfilled,USD,45.98,LOYALTY5,2.3,5.99,2.75,52.42,PayPal,Amsterdam,North Holland,NL,Direct,
NB-5485,5485,2026-01-14 10:33:18,CUST-1041,james.ibrahim@protonmail.com,paid,fulfilled,USD,174.1,,0.0,0,10.82,184.92,Credit Card,San Jose,California,US,Instagram Ads,
NB-5355,5355,2026-01-14 11:44:36,CUST-1005,madisonal-rashid@outlook.com,paid,shipped,USD,14.99,,0,0,1.06,16.05,Credit Card,Leeds,England,GB,Google Ads,
NB-5489,5489,2026-01-14 16:32:59,CUST-1149,pooja.kulkarni@hotmail.com,paid,fulfilled,USD,259.43,WELCOME10,25.94,0,14.84,248.33,Apple Pay,Austin,Texas,US,Organic Search,
NB-5596,5596,2026-01-14 16:36:34,CUST-1025,jessicajackson@outlook.com,paid,fulfilled,USD,261.71,,0.0,0,17.63,279.34,Credit Card,London,England,GB,Instagram Ads,
NB-5501,5501,2026-01-14 18:55:04,CUST-1020,brett.menon@protonmail.com,paid,fulfilled,USD,197.17,,0.0,0,14.91,212.08,Credit Card,Las Vegas,Nevada,US,Referral,
NB-5317,5317,2026-01-14 20:42:28,CUST-1184,taylor.deshpande@protonmail.com,paid,fulfilled,USD,74.97,,0,0,6.49,81.46,Credit Card,Brooklyn,New York,US,Email Campaign,
NB-5299,5299,2026-01-14 21:27:01,CUST-1194,peter.campbell@icloud.com,paid,fulfilled,USD,39.98,,0,5.99,3.15,49.12,PayPal,San Jose,California,US,Organic Search,
NB-5516,5516,2026-01-14 22:04:15,CUST-1143,peterwilliams@protonmail.com,paid,fulfilled,USD,170.57,WELCOME10,17.06,0,14.59,168.1,Credit Card,Sacramento,California,US,Referral,
NB-5589,5589,2026-01-15 06:37:27,CUST-1170,pranav.nakamura@protonmail.com,paid,fulfilled,USD,243.9,COFFEE15,36.59,0,16.7,224.01,Credit Card,Kochi,Kerala,IN,Facebook Ads,
NB-5551,5551,2026-01-15 07:44:45,CUST-1183,hannah.miller@yahoo.com,paid,shipped,USD,96.27,COFFEE15,14.44,0,5.48,87.31,Google Pay,Washington,District of Columbia,US,Referral,
NB-5353,5353,2026-01-15 08:24:57,CUST-1005,madisonal-rashid@outlook.com,paid,fulfilled,USD,176.94,,0,0,12.04,188.98,PayPal,Leeds,England,GB,Google Ads,
NB-5329,5329,2026-01-15 12:00:12,CUST-1072,deepak_tiwari@protonmail.com,paid,fulfilled,USD,263.91,,0,0,23.53,287.44,Credit Card,Pune,Maharashtra,IN,Direct,
NB-5512,5512,2026-01-15 13:08:58,CUST-1106,alexroberts@hotmail.com,paid,delivered,USD,105.53,NEWBREW20,21.11,0,6.06,90.48,Credit Card,Calgary,Alberta,CA,Google Ads,
NB-5639,5639,2026-01-15 15:49:43,CUST-1085,tanya.pandey@gmail.com,paid,shipped,USD,71.72,,0.0,0,5.31,77.03,Credit Card,Gurgaon,Haryana,IN,Google Ads,
NB-5491,5491,2026-01-15 16:55:03,CUST-1161,vishal.chen@hotmail.com,paid,shipped,USD,178.81,,0.0,0,15.75,194.56,Credit Card,Portland,Oregon,US,Referral,
NB-5449,5449,2026-01-15 17:54:18,CUST-1162,layla_nair@hotmail.com,paid,fulfilled,USD,418.84,,0.0,0,26.53,445.37,PayPal,Los Angeles,California,US,Instagram Ads,
NB-5588,5588,2026-01-16 07:13:14,CUST-1037,aditirobinson@yahoo.com,paid,shipped,USD,118.95,COFFEE15,17.84,0,6.86,107.97,PayPal,Hyderabad,Telangana,IN,Email Campaign,
NB-5609,5609,2026-01-16 10:14:42,CUST-1061,rohit_walker@icloud.com,paid,fulfilled,USD,159.96,,0.0,0,11.2,171.16,Credit Card,Los Angeles,California,US,Organic Search,
NB-5313,5313,2026-01-16 12:52:49,CUST-1083,jackturner@icloud.com,paid,delivered,USD,114.94,,0,0,9.32,124.26,PayPal,San Jose,California,US,Direct,
NB-5308,5308,2026-01-16 17:01:28,CUST-1059,tinapandey@yahoo.com,paid,fulfilled,USD,34.98,,0,5.99,3.16,44.13,Shop Pay,San Diego,California,US,Email Campaign,
NB-5559,5559,2026-01-17 06:28:51,CUST-1132,michael.nakamura@yahoo.com,paid,fulfilled,USD,194.92,NEWBREW20,38.98,0,10.03,165.97,Google Pay,Manchester,England,GB,Organic Search,
NB-5305,5305,2026-01-17 10:54:44,CUST-1036,jake_adams@protonmail.com,paid,fulfilled,USD,562.86,,0,0,38.4,601.26,Credit Card,Sacramento,California,US,Instagram Ads,
NB-5289,5289,2026-01-17 12:37:00,CUST-1061,rohit_walker@icloud.com,paid,fulfilled,USD,152.96,,0,0,13.35,166.31,Credit Card,Los Angeles,California,US,Organic Search,
NB-5545,5545,2026-01-17 13:22:40,CUST-1181,yuki.tiwari@protonmail.com,paid,shipped,USD,64.96,WELCOME10,6.5,0,5.69,64.15,PayPal,Nashville,Tennessee,US,Organic Search,
NB-5321,5321,2026-01-17 15:09:11,CUST-1155,maria_kumar@gmail.com,paid,fulfilled,USD,152.91,,0,0,9.78,162.69,PayPal,Calgary,Alberta,CA,Referral,
NB-5618,5618,2026-01-17 20:09:04,CUST-1034,chris.deshpande@icloud.com,paid,fulfilled,USD,281.88,,0.0,0,22.81,304.69,Shop Pay,Houston,Texas,US,TikTok Ads,
NB-5445,5445,2026-01-17 21:02:03,CUST-1013,ava.thakur@protonmail.com,paid,shipped,USD,194.95,,0.0,0,14.28,209.23,Credit Card,San Diego,California,US,Instagram Ads,
NB-5607,5607,2026-01-17 22:10:10,CUST-1013,ava.thakur@protonmail.com,paid,fulfilled,USD,104.25,COFFEE15,15.64,0,6.96,95.57,Google Pay,San Diego,California,US,Instagram Ads,
NB-5350,5350,2026-01-18 07:59:08,CUST-1195,charliewright@protonmail.com,paid,fulfilled,USD,271.94,,0,0,18.54,290.48,Credit Card,Minneapolis,Minnesota,US,Google Ads,
NB-5540,5540,2026-01-18 08:09:25,CUST-1138,namita.ghosh@hotmail.com,paid,fulfilled,USD,209.91,LOYALTY5,10.5,0,16.74,216.15,Credit Card,Gurgaon,Haryana,IN,Organic Search,
NB-5373,5373,2026-01-18 08:33:58,CUST-1101,benjamingarcia@yahoo.com,paid,fulfilled,USD,88.97,,0,0,7.95,96.92,Credit Card,Berlin,Berlin,DE,TikTok Ads,
NB-5363,5363,2026-01-18 09:45:34,CUST-1127,amangreen@outlook.com,paid,fulfilled,USD,175.91,,0,0,15.24,191.15,Credit Card,Pune,Maharashtra,IN,Organic Search,
NB-5290,5290,2026-01-18 09:53:20,CUST-1061,rohit_walker@icloud.com,paid,fulfilled,USD,114.98,,0,0,9.79,124.77,PayPal,Los Angeles,California,US,Organic Search,
NB-5455,5455,2026-01-18 10:20:42,CUST-1189,pranaviyer@hotmail.com,paid,delivered,USD,257.23,,0.0,0,21.96,279.19,Credit Card,Berlin,Berlin,DE,Referral,
NB-5369,5369,2026-01-18 10:35:46,CUST-1101,benjamingarcia@yahoo.com,paid,fulfilled,USD,54.97,,0,0,3.6,58.57,Credit Card,Berlin,Berlin,DE,TikTok Ads,
NB-5488,5488,2026-01-18 11:36:27,CUST-1084,tyler_iyer@gmail.com,paid,fulfilled,USD,234.83,,0.0,0,17.62,252.45,Credit Card,Bangalore,Karnataka,IN,Instagram Ads,
NB-5576,5576,2026-01-18 11:55:10,CUST-1031,swatireddy@gmail.com,paid,fulfilled,USD,319.52,COFFEE15,47.93,0,24.52,296.11,Google Pay,Hyderabad,Telangana,IN,Google Ads,
NB-5484,5484,2026-01-18 14:19:12,CUST-1109,shreya.king@icloud.com,paid,fulfilled,USD,139.95,,0.0,0,10.01,149.96,PayPal,Singapore,Singapore,SG,Email Campaign,
NB-5600,5600,2026-01-18 16:34:29,CUST-1062,sunita.tiwari@icloud.com,paid,shipped,USD,135.93,,0.0,0,12.39,148.32,Credit Card,San Francisco,California,US,Facebook Ads,
NB-5575,5575,2026-01-18 17:36:27,CUST-1178,thomas.smith@outlook.com,paid,fulfilled,USD,184.95,,0.0,0,11.81,196.76,Credit Card,Miami,Florida,US,Organic Search,
NB-5632,5632,2026-01-18 18:51:26,CUST-1112,alexander_johnson@gmail.com,paid,fulfilled,USD,155.96,,0.0,0,11.86,167.82,Credit Card,Leeds,England,GB,TikTok Ads,
NB-5376,5376,2026-01-18 21:31:43,CUST-1119,tushar_thomas@gmail.com,paid,fulfilled,USD,268.89,,0,0,19.75,288.64,Shop Pay,Jaipur,Rajasthan,IN,Direct,
NB-5481,5481,2026-01-18 21:55:15,CUST-1134,brett.harris@gmail.com,paid,fulfilled,USD,152.94,,0.0,0,11.04,163.98,PayPal,Mumbai,Maharashtra,IN,Organic Search,
NB-5296,5296,2026-01-18 22:01:07,CUST-1194,peter.campbell@icloud.com,paid,fulfilled,USD,260.9,,0,0,25.24,286.14,Credit Card,San Jose,California,US,Organic Search,
NB-5626,5626,2026-01-19 08:20:14,CUST-1082,ellamiller@yahoo.com,paid,fulfilled,USD,46.18,,0.0,0,4.39,50.57,Apple Pay,Detroit,Michigan,US,Google Ads,
NB-5343,5343,2026-01-19 11:32:24,CUST-1049,peterreddy@outlook.com,paid,delivered,USD,247.92,,0,0,21.2,269.12,Apple Pay,Jaipur,Rajasthan,IN,Direct,
NB-5633,5633,2026-01-19 16:28:48,CUST-1184,taylor.deshpande@protonmail.com,paid,fulfilled,USD,100.95,,0.0,0,6.44,107.39,Shop Pay,Brooklyn,New York,US,Email Campaign,
NB-5364,5364,2026-01-19 20:24:32,CUST-1127,amangreen@outlook.com,paid,fulfilled,USD,103.96,,0,0,6.49,110.45,PayPal,Pune,Maharashtra,IN,Organic Search,
NB-5567,5567,2026-01-19 20:32:23,CUST-1032,cameron_smith@protonmail.com,paid,fulfilled,USD,105.09,LOYALTY5,5.25,0,8.9,108.74,PayPal,Kolkata,West Bengal,IN,Instagram Ads,
NB-5310,5310,2026-01-19 20:44:22,CUST-1059,tinapandey@yahoo.com,paid,shipped,USD,172.93,,0,0,14.19,187.12,Credit Card,San Diego,California,US,Email Campaign,
NB-5301,5301,2026-01-19 21:14:45,CUST-1026,ajay_rao@hotmail.com,paid,fulfilled,USD,34.98,,0,5.99,3.35,44.32,Google Pay,San Diego,California,US,Google Ads,
NB-5486,5486,2026-01-20 06:03:16,CUST-1098,aparna_menon@outlook.com,paid,fulfilled,USD,39.98,NEWBREW20,8.0,0,3.14,35.12,Credit Card,Noida,Uttar Pradesh,IN,Direct,
NB-5381,5381,2026-01-20 08:06:27,CUST-1087,meera.white@icloud.com,paid,delivered,USD,272.37,,0,0,26.49,298.86,Credit Card,Bristol,England,GB,Referral,
NB-5599,5599,2026-01-20 08:11:41,CUST-1042,cameron.anderson@yahoo.com,paid,fulfilled,USD,129.96,,0.0,0,9.47,139.43,Credit Card,Dubai,Dubai,AE,TikTok Ads,
NB-5398,5398,2026-01-20 08:35:16,CUST-1113,paige.lewis@gmail.com,paid,fulfilled,USD,292.44,,0,0,28.6,321.04,Credit Card,Los Angeles,California,US,Instagram Ads,
NB-5312,5312,2026-01-20 09:28:19,CUST-1083,jackturner@icloud.com,paid,fulfilled,USD,135.93,,0,0,10.98,146.91,Credit Card,San Jose,California,US,Direct,
NB-5476,5476,2026-01-20 10:29:56,CUST-1164,rakesh.sethi@outlook.com,paid,shipped,USD,81.96,,0.0,0,6.48,88.44,PayPal,Kolkata,West Bengal,IN,Organic Search,
NB-5494,5494,2026-01-20 11:09:52,CUST-1041,james.ibrahim@protonmail.com,paid,fulfilled,USD,257.7,WELCOME10,25.77,0,20.39,252.32,PayPal,San Jose,California,US,Instagram Ads,
NB-5390,5390,2026-01-20 17:46:54,CUST-1143,peterwilliams@protonmail.com,paid,fulfilled,USD,331.45,,0,0,22.12,353.57,Credit Card,Sacramento,California,US,Referral,
NB-5616,5616,2026-01-20 18:37:12,CUST-1044,kavya.agarwal@yahoo.com,paid,fulfilled,USD,136.84,LOYALTY5,6.84,0,12.71,142.71,Credit Card,Edinburgh,Scotland,GB,Instagram Ads,
NB-5585,5585,2026-01-20 22:20:33,CUST-1096,nikhilagarwal@protonmail.com,paid,fulfilled,USD,269.94,,0.0,0,23.42,293.36,Credit Card,Manhattan,New York,US,Organic Search,
NB-5564,5564,2026-01-21 06:14:56,CUST-1138,namita.ghosh@hotmail.com,paid,fulfilled,USD,127.94,,0.0,0,7.9,135.84,PayPal,Gurgaon,Haryana,IN,Organic Search,
NB-5400,5400,2026-01-21 07:15:02,CUST-1113,paige.lewis@gmail.com,paid,fulfilled,USD,142.97,,0,0,9.81,152.78,Credit Card,Los Angeles,California,US,Instagram Ads,
NB-5378,5378,2026-01-21 13:23:28,CUST-1119,tushar_thomas@gmail.com,paid,fulfilled,USD,183.93,,0,0,13.69,197.62,Shop Pay,Jaipur,Rajasthan,IN,Direct,
NB-5379,5379,2026-01-21 13:38:31,CUST-1087,meera.white@icloud.com,paid,fulfilled,USD,384.95,,0,0,37.04,421.99,Credit Card,Bristol,England,GB,Referral,
NB-5570,5570,2026-01-21 13:58:52,CUST-1130,amelia_king@yahoo.com,paid,fulfilled,USD,127.44,,0.0,0,8.58,136.02,Apple Pay,Toronto,Ontario,CA,Facebook Ads,
NB-5549,5549,2026-01-21 14:43:07,CUST-1138,namita.ghosh@hotmail.com,paid,fulfilled,USD,97.95,NEWBREW20,19.59,0,7.45,85.81,Credit Card,Gurgaon,Haryana,IN,Organic Search,
NB-5617,5617,2026-01-21 16:00:40,CUST-1040,kelly_gupta@icloud.com,paid,fulfilled,USD,50.97,LOYALTY5,2.55,0,3.82,52.24,Credit Card,Noida,Uttar Pradesh,IN,Organic Search,
NB-5579,5579,2026-01-21 17:01:47,CUST-1133,alex.desai@outlook.com,paid,fulfilled,USD,101.95,,0.0,0,7.43,109.38,Credit Card,Bristol,England,GB,Organic Search,
NB-5581,5581,2026-01-21 19:55:33,CUST-1010,david.verma@outlook.com,paid,fulfilled,USD,163.92,NEWBREW20,32.78,0,11.17,142.31,PayPal,San Diego,California,US,Organic Search,
NB-5547,5547,2026-01-21 21:13:10,CUST-1176,kayla_mitchell@hotmail.com,paid,fulfilled,USD,19.79,LOYALTY5,0.99,0,1.24,20.04,Google Pay,Edinburgh,Scotland,GB,Google Ads,
